Location,FIPS Code,Percent Change in Interpersonal Violence
Callahan County,48059,-52.86067219
Cameron County,48061,-74.66419552
Camp County,48063,-62.30853266
Carson County,48065,-60.48663434
Cass County,48067,-40.70086579
Castro County,48069,-70.64214882
Chambers County,48071,-53.05097422
Cherokee County,48073,-59.96006552
Childress County,48075,-59.9295948
Clay County,48077,-53.11474161
Cochran County,48079,-53.36690593
Coke County,48081,-62.4797774
Coleman County,48083,-65.12709207
Collin County,48085,-66.9363628
Collingsworth County,48087,-54.12710209
Colorado County,48089,-53.92164355
Comal County,48091,-54.42415554
Comanche County,48093,-53.20982642
Concho County,48095,-56.59949345
Cooke County,48097,-53.61840207
Coryell County,48099,-55.46612029
Cottle County,48101,-62.13495567
Crane County,48103,-64.14744507
Crockett County,48105,-65.68933245
Crosby County,48107,-65.66286484
Culberson County,48109,-53.14101455
Dallam County,48111,-34.98825084
Dallas County,48113,-63.90406783
Dawson County,48115,-53.44225685
Deaf Smith County,48117,-53.17097113
Delta County,48119,-58.09592862
Denton County,48121,-65.15176405
DeWitt County,48123,-59.57738009
Dickens County,48125,-60.32997414
Dimmit County,48127,-57.10569484
Donley County,48129,-61.03665924
Duval County,48131,-50.59472193
Eastland County,48133,-55.69194785
Ector County,48135,-63.36127387
Edwards County,48137,-58.76310609
Ellis County,48139,-68.39346623
El Paso County,48141,-63.80414465
Erath County,48143,-54.88591285
Falls County,48145,-64.68854462
Fannin County,48147,-56.28401668
Fayette County,48149,-58.88086764
Fisher County,48151,-62.41513231
Floyd County,48153,-65.19960932
Foard County,48155,-65.34593942
Fort Bend County,48157,-62.92890087
Franklin County,48159,-56.3364248
Freestone County,48161,-62.71382728
Frio County,48163,-37.6646672
Gaines County,48165,-54.59937223
Galveston County,48167,-67.56551177
Garza County,48169,-58.7696413
Gillespie County,48171,-61.99757929
Glasscock County,48173,-72.05296541
Goliad County,48175,-64.14582893
Gonzales County,48177,-58.56232198
Gray County,48179,-53.34363596
Grayson County,48181,-54.50690846
Gregg County,48183,-49.98170717
Grimes County,48185,-64.78345413
Guadalupe County,48187,-63.76754506
Hale County,48189,-65.66891589
Hall County,48191,-61.96868814
Hamilton County,48193,-54.75462641
Hansford County,48195,-44.63127547
Hardeman County,48197,-64.43261397
Hardin County,48199,-54.60618148
Harris County,48201,-66.57186242
Harrison County,48203,-54.82734452
Hartley County,48205,-31.48291234
Haskell County,48207,-59.11606631
Hays County,48209,-66.65969139
Hemphill County,48211,-56.09009858
Henderson County,48213,-64.58339857
Hidalgo County,48215,-51.81744159
Hill County,48217,-71.0114251
Hockley County,48219,-56.3056655
Hood County,48221,-56.71200682
Hopkins County,48223,-64.35935182
Houston County,48225,-60.05276637
Howard County,48227,-57.50837996
Hudspeth County,48229,-60.8275638
Hunt County,48231,-52.1400055
Hutchinson County,48233,-43.45671508
Irion County,48235,-68.91336079
Jack County,48237,-55.8447468
Jackson County,48239,-53.16486462
Jasper County,48241,-53.5360015
Jeff Davis County,48243,-70.55420752
Jefferson County,48245,-34.40208032
Jim Hogg County,48247,-58.90003762
Jim Wells County,48249,-42.61931409
Johnson County,48251,-62.87181867
Jones County,48253,-57.10584642
Karnes County,48255,-49.5035666
Kaufman County,48257,-72.34013104
Kendall County,48259,-57.91129988
Kenedy County,48261,-60.95852564
Kent County,48263,-64.1287615
Kerr County,48265,-50.99831596
Kimble County,48267,-63.14366171
King County,48269,-68.87512415
Kinney County,48271,-66.62583179
Kleberg County,48273,-60.25773976
Knox County,48275,-67.64269371
Lamar County,48277,-46.77129885
Lamb County,48279,-59.48544095
Lampasas County,48281,-59.37505964
La Salle County,48283,-57.1982555
Lavaca County,48285,-60.26538985
Lee County,48287,-66.66025909
Leon County,48289,-73.7425836
Liberty County,48291,-59.72922837
Limestone County,48293,-61.43384755
Lipscomb County,48295,-53.55121508
Live Oak County,48297,-49.60812154
Llano County,48299,-53.13452761
Loving County,48301,-56.15778859
Lubbock County,48303,-62.85009798
Lynn County,48305,-64.90967718
McCulloch County,48307,-63.11448887
McLennan County,48309,-61.43471986
McMullen County,48311,-54.66193315
Madison County,48313,-54.48163178
Marion County,48315,-57.02794807
Martin County,48317,-65.52857197
Mason County,48319,-64.8126991
Matagorda County,48321,-56.59752431
Maverick County,48323,-54.58085272
Medina County,48325,-47.71903257
Menard County,48327,-63.39112396
Midland County,48329,-67.22510588
Milam County,48331,-57.78450793
Mills County,48333,-60.12401176
Mitchell County,48335,-54.22462515
Montague County,48337,-46.26372482
Montgomery County,48339,-62.44776065
Moore County,48341,-36.65705188
Morris County,48343,-58.40274739
Motley County,48345,-68.28699655
Nacogdoches County,48347,-57.61441939
Navarro County,48349,-71.34112952
Newton County,48351,-37.98703905
Nolan County,48353,-56.06885428
Nueces County,48355,-60.13051108
Ochiltree County,48357,-52.24098347
Oldham County,48359,-54.14650676
Orange County,48361,-38.45967847
Palo Pinto County,48363,-54.65394257
Panola County,48365,-60.35708692
Parker County,48367,-63.70852247
Parmer County,48369,-60.59815466
Pecos County,48371,-60.09326002
Polk County,48373,-43.41248294
Potter County,48375,-48.65665766
Presidio County,48377,-74.28474334
Rains County,48379,-51.79434489
Randall County,48381,-51.47162116
Reagan County,48383,-63.09895687
Real County,48385,-56.58963314
Red River County,48387,-58.54597472
Reeves County,48389,-56.61891812
Refugio County,48391,-55.38579752
Roberts County,48393,-60.94283242
Robertson County,48395,-67.56155936
Rockwall County,48397,-65.47331106
Runnels County,48399,-66.40633726
Rusk County,48401,-59.89806693
Sabine County,48403,-56.92831056
San Augustine County,48405,-51.45746185
San Jacinto County,48407,-50.35890564
San Patricio County,48409,-61.69479264
San Saba County,48411,-57.34817154
Schleicher County,48413,-62.97604998
Scurry County,48415,-54.12060429
Shackelford County,48417,-63.85267656
Shelby County,48419,-54.26265675
Sherman County,48421,-41.47308658
Smith County,48423,-68.10159891
Somervell County,48425,-58.67101383
Starr County,48427,-52.14488948
Stephens County,48429,-58.10931969
Sterling County,48431,-63.58234647
Stonewall County,48433,-66.7983279
Sutton County,48435,-65.89501009
Swisher County,48437,-62.00490949
Tarrant County,48439,-66.59562803
Taylor County,48441,-51.80716956
Terrell County,48443,-61.93607381
Terry County,48445,-53.84869444
Throckmorton County,48447,-64.0380675
Titus County,48449,-59.56409115
Tom Green County,48451,-62.28884295
Travis County,48453,-72.39442524
Trinity County,48455,-52.91377259
Tyler County,48457,-42.4140277
Upshur County,48459,-59.63561593
Upton County,48461,-72.48520656
Uvalde County,48463,-52.9186104
Val Verde County,48465,-64.51164448
Van Zandt County,48467,-48.36533703
Victoria County,48469,-38.80825627
Walker County,48471,-50.47366983
Waller County,48473,-61.26459102
Ward County,48475,-61.21425261
Washington County,48477,-61.03773412
Webb County,48479,-49.9064399
Wharton County,48481,-57.07617639
Wheeler County,48483,-50.93742264
Wichita County,48485,-58.90268748
Wilbarger County,48487,-59.41647505
Willacy County,48489,-69.37142062
Williamson County,48491,-60.79295699
Wilson County,48493,-55.14423244
Winkler County,48495,-57.61826055
Wise County,48497,-59.76077037
Wood County,48499,-54.94190767
Yoakum County,48501,-49.9238789
Young County,48503,-56.53064438
Zapata County,48505,-58.17816396
Zavala County,48507,-51.93211575
Beaver County,49001,-21.73889772
Box Elder County,49003,-28.03140468
Cache County,49005,-33.93707458
Carbon County,49007,-17.63521564
Daggett County,49009,-23.69127816
Davis County,49011,-27.69662693
Duchesne County,49013,-26.3576142
Emery County,49015,-17.10311908
Garfield County,49017,-26.67731165
Grand County,49019,-25.2193637
Iron County,49021,-14.17315271
Juab County,49023,-13.58017584
Kane County,49025,-11.96927836
Millard County,49027,-17.21300233
Morgan County,49029,-40.41894713
Piute County,49031,-17.1524353
Rich County,49033,-39.90607752
Salt Lake County,49035,-38.11321708
San Juan County,49037,-23.35703627
Sanpete County,49039,-18.49846062
Sevier County,49041,-13.70553359
Summit County,49043,-37.27914957
Tooele County,49045,-22.26445264
Uintah County,49047,-30.78348601
Utah County,49049,-28.16810336
Wasatch County,49051,-43.59241896
Washington County,49053,-27.88022374
Wayne County,49055,-24.04519846
Weber County,49057,-38.48951124
Addison County,50001,-24.50675461
Bennington County,50003,-11.29726004
Caledonia County,50005,-21.62952833
Chittenden County,50007,-27.305891
Essex County,50009,-12.99414662
Franklin County,50011,-21.38898812
Grand Isle County,50013,-17.88017359
Lamoille County,50015,-11.67703309
Orange County,50017,-23.62004711
Orleans County,50019,-17.21954061
Rutland County,50021,-3.789148342
Washington County,50023,-34.38463061
Windham County,50025,-7.070048155
Windsor County,50027,-20.55788888
Accomack County,51001,-27.66875322
Albemarle County,51003,-62.03232696
Alleghany County,51005,-32.72299698
Amelia County,51007,-59.21465655
Amherst County,51009,-47.63195696
Appomattox County,51011,-41.27259173
Arlington County,51013,-65.85764921
Augusta County,51015,-38.44322127
Bath County,51017,-46.48635885
Bedford County,51019,-61.66244697
Bland County,51021,-32.99336671
Botetourt County,51023,-44.17963646
Brunswick County,51025,-53.76319114
Buchanan County,51027,-29.577959
Buckingham County,51029,-53.17257737
Campbell County,51031,-47.76641799
Caroline County,51033,-67.35567354
Carroll County,51035,-24.232544
Charles City County,51036,-67.49437405
Charlotte County,51037,-53.19643475
Chesterfield County,51041,-4.985250415
Clarke County,51043,-52.39558793
Craig County,51045,-44.39449087
Culpeper County,51047,-54.57278035
Cumberland County,51049,-52.91184289
Dickenson County,51051,-29.49007279
Dinwiddie County,51053,-48.31973257
Essex County,51057,-45.05870274
Fairfax County,51059,-46.68539882
Fauquier County,51061,-61.27372426
Floyd County,51063,-39.04114001
Fluvanna County,51065,-70.17494783
Franklin County,51067,-43.57391664
Frederick County,51069,-24.99968037
Giles County,51071,-35.4010973
Gloucester County,51073,-50.80285437
Goochland County,51075,-71.39079022
Grayson County,51077,-28.93789365
Greene County,51079,-55.6878526
Greensville County,51081,-37.36922383
Halifax County,51083,-41.702226
Hanover County,51085,-54.53720195
Henrico County,51087,-23.10173255
Henry County,51089,-23.20673938
Highland County,51091,-30.50250726
Isle of Wight County,51093,-58.10055403
James City County,51095,-58.40193015
King and Queen County,51097,-66.1900355
King George County,51099,-62.4526804
King William County,51101,-58.56421048
Lancaster County,51103,-44.56310458
Lee County,51105,-43.28634795
Loudoun County,51107,-56.83330353
Louisa County,51109,-74.4666739
Lunenburg County,51111,-53.62287326
Madison County,51113,-61.06017701
Mathews County,51115,-50.36950012
Mecklenburg County,51117,-52.46839617
Middlesex County,51119,-51.51394356
Montgomery County,51121,-52.35673348
Nelson County,51125,-60.49215067
New Kent County,51127,-62.4934451
Northampton County,51131,-51.1757939
Northumberland County,51133,-55.48175953
Nottoway County,51135,-44.65173613
Orange County,51137,-62.11522138
Page County,51139,-47.55069824
Patrick County,51141,-29.37287073
Pittsylvania County,51143,-19.73404878
Powhatan County,51145,-60.24413064
Prince Edward County,51147,-49.31092935
Prince George County,51149,-37.87203392
Prince William County,51153,-33.07093381
Pulaski County,51155,-25.82388499
Rappahannock County,51157,-61.26544339
Richmond County,51159,-41.41206722
Roanoke County,51161,-33.91090698
Rockbridge County,51163,-54.46024895
Rockingham County,51165,-43.53481955
Russell County,51167,-31.48506397
Scott County,51169,-35.6619334
Shenandoah County,51171,-38.26452095
Smyth County,51173,-33.826274
Southampton County,51175,-48.60606724
Spotsylvania County,51177,-59.95659411
Stafford County,51179,-45.3458363
Surry County,51181,-61.82629165
Sussex County,51183,-45.02242458
Tazewell County,51185,-19.86172744
Warren County,51187,-48.19111932
Washington County,51191,-27.63576574
Westmoreland County,51193,-57.31935358
Wise County,51195,-37.48346784
Wythe County,51197,-44.34309319
York County,51199,-24.15777965
Alexandria City,51510,-64.92480394
Bristol City,51520,-28.06987072
Buena Vista City,51530,-54.46024895
Charlottesville City,51540,-62.03232696
Chesapeake City,51550,-45.33448009
Colonial Heights City,51570,8.513893706
Covington City,51580,-5.307561196
Danville City,51590,-19.73404878
Emporia City,51595,-37.36922383
Fairfax City,51600,-46.68539882
Falls Church City,51610,-62.47255369
Franklin City,51620,-48.60606724
Fredericksburg City,51630,-59.95659411
Galax City,51640,-9.193561959
Hampton City,51650,-15.2892878
Harrisonburg City,51660,-43.53481955
Hopewell City,51670,34.45208735
Lexington City,51678,-56.48761232
Lynchburg City,51680,-56.5463316
Manassas City,51683,-33.07093381
Manassas Park City,51685,-33.07093381
Martinsville City,51690,-23.1732917
Newport News City,51700,-24.15777965
Norfolk City,51710,-25.62276505
Norton City,51720,-58.28081377
Petersburg City,51730,33.85596993
Poquoson City,51735,-41.41313653
Portsmouth City,51740,-29.29588665
Radford City,51750,-37.13749847
Richmond City,51760,-43.03055285
Roanoke City,51770,-40.99543415
Salem City,51775,-51.36706275
Staunton City,51790,-38.44322127
Suffolk City,51800,-51.48720208
Virginia Beach City,51810,-21.01437702
Waynesboro City,51820,-38.44322127
Williamsburg City,51830,-58.40193015
Winchester City,51840,-32.34957898
Adams County,53001,-12.86790112
Asotin County,53003,-34.44025093
Benton County,53005,-25.29981164
Chelan County,53007,-34.27478178
Clallam County,53009,-3.593351541
Clark County,53011,-36.750669
Columbia County,53013,-39.35974783
Cowlitz County,53015,-20.40323418
Douglas County,53017,-23.02939708
Ferry County,53019,-15.30776453
Franklin County,53021,-31.35454975
Garfield County,53023,-39.88630527
Grant County,53025,0.152513657
Grays Harbor County,53027,-12.05021014
Island County,53029,-45.74871658
Jefferson County,53031,-31.73914104
King County,53033,-46.94668604
Kitsap County,53035,-38.00316627
Kittitas County,53037,-49.3686652
Klickitat County,53039,-33.69144975
Lewis County,53041,-15.21028194
Lincoln County,53043,-27.85608357
Mason County,53045,-14.22293153
Okanogan County,53047,2.351922491
Pacific County,53049,-14.18848121
Pend Oreille County,53051,-16.05068873
Pierce County,53053,-32.69731751
San Juan County,53055,-32.83357463
Skagit County,53057,-30.39774668
Skamania County,53059,-21.36030497
Snohomish County,53061,-35.72906997
Spokane County,53063,-20.61081258
Stevens County,53065,-6.792223644
Thurston County,53067,-32.01505668
Wahkiakum County,53069,-29.32663369
Walla Walla County,53071,-45.62361561
Whatcom County,53073,-30.27079114
Whitman County,53075,-44.24745008
Yakima County,53077,-14.77563905
Barbour County,54001,-1.003983745
Berkeley County,54003,-31.03964461
Boone County,54005,-20.63711482
Braxton County,54007,-11.3131089
Brooke County,54009,42.96988115
Cabell County,54011,4.212504717
Calhoun County,54013,-6.173863063
Clay County,54015,-4.028469101
Doddridge County,54017,1.41644912
Fayette County,54019,-22.70312062
Gilmer County,54021,24.6314344
Grant County,54023,-22.38649548
Greenbrier County,54025,-25.47684893
Hampshire County,54027,-6.946720752
Hancock County,54029,18.21283545
Hardy County,54031,-25.04573657
Harrison County,54033,-9.777796995
Jackson County,54035,15.33408683
Jefferson County,54037,-45.37433487
Kanawha County,54039,-4.189247614
Lewis County,54041,2.797573742
Lincoln County,54043,-22.48451886
Logan County,54045,-11.52144805
McDowell County,54047,-8.828776862
Marion County,54049,-26.98158102
Marshall County,54051,-6.849866079
Mason County,54053,-2.267806035
Mercer County,54055,-14.40570528
Mineral County,54057,-11.84398218
Mingo County,54059,-14.09047272
Monongalia County,54061,-24.27150345
Monroe County,54063,-25.13573929
Morgan County,54065,-20.71558986
Nicholas County,54067,3.225528077
Ohio County,54069,-24.92721758
Pendleton County,54071,-32.86018147
Pleasants County,54073,-4.872624791
Pocahontas County,54075,-18.01086149
Preston County,54077,4.4613821
Putnam County,54079,-9.318035926
Raleigh County,54081,-19.61211267
Randolph County,54083,-16.99234246
Ritchie County,54085,-7.841297154
Roane County,54087,11.49904746
Summers County,54089,-19.61645866
Taylor County,54091,-21.83838083
Tucker County,54093,-22.59695218
Tyler County,54095,-3.579559423
Upshur County,54097,-8.688934028
Wayne County,54099,-3.131787284
Webster County,54101,-2.951559496
Wetzel County,54103,-4.401431927
Wirt County,54105,3.314595262
Wood County,54107,15.46106669
Wyoming County,54109,-0.966484026
Adams County,55001,-11.73095043
Ashland County,55003,-7.613391737
Barron County,55005,-21.60546154
Bayfield County,55007,-11.69156562
Brown County,55009,-8.586846998
Buffalo County,55011,-33.1584582
Burnett County,55013,-22.32309894
Calumet County,55015,-21.63257894
Chippewa County,55017,-33.71882437
Clark County,55019,-29.66448882
Columbia County,55021,-14.70049375
Crawford County,55023,-33.04961478
Dane County,55025,-26.5455837
Dodge County,55027,-12.17123562
Door County,55029,-28.78141028
Douglas County,55031,-14.67063264
Dunn County,55033,-24.37136459
Eau Claire County,55035,-29.00843409
Florence County,55037,-17.28865226
Fond du Lac County,55039,-19.45770668
Forest County,55041,-3.720097886
Grant County,55043,-30.05014305
Green County,55045,-24.672429
Green Lake County,55047,-12.08696721
Iowa County,55049,-35.57959419
Iron County,55051,-19.30773409
Jackson County,55053,-15.65860345
Jefferson County,55055,-31.22870273
Juneau County,55057,-22.81643115
Kenosha County,55059,-30.52878737
Kewaunee County,55061,-38.68678622
La Crosse County,55063,-27.12238557
Lafayette County,55065,-7.725161784
Langlade County,55067,-24.42294942
Lincoln County,55069,-26.34103247
Manitowoc County,55071,-24.74599668
Marathon County,55073,-17.803995
Marinette County,55075,-18.44240399
Marquette County,55077,-20.48897573
Menominee County,55078,-46.02911634
Milwaukee County,55079,13.1514161
Monroe County,55081,-33.52970813
Oconto County,55083,-27.44580995
Oneida County,55085,-21.87313734
Outagamie County,55087,-27.50051414
Ozaukee County,55089,-36.55802765
Pepin County,55091,-36.8017521
Pierce County,55093,-29.0093331
Polk County,55095,-27.07672968
Portage County,55097,-14.87750793
Price County,55099,-22.83762277
Racine County,55101,-22.2160888
Richland County,55103,-36.94812708
Rock County,55105,8.07793187
Rusk County,55107,-19.98712343
Saint Croix County,55109,-11.58056894
Sauk County,55111,-23.96231863
Sawyer County,55113,8.591127943
Shawano County,55115,-28.57770786
Sheboygan County,55117,-23.73759879
Taylor County,55119,-31.8982976
Trempealeau County,55121,-27.98774368
Vernon County,55123,-35.28369356
Vilas County,55125,-7.044144783
Walworth County,55127,-23.5067962
Washburn County,55129,-10.66715909
Washington County,55131,-17.47231246
Waukesha County,55133,-26.73022147
Waupaca County,55135,-32.84941496
Waushara County,55137,-16.40909803
Winnebago County,55139,-18.20649172
Wood County,55141,-16.61669547
Albany County,56001,-35.98144101
Big Horn County,56003,-28.86577368
Campbell County,56005,-23.64956782
Carbon County,56007,-28.59724335
Converse County,56009,-30.04621104
Crook County,56011,-35.92148613
Fremont County,56013,33.90924153
Goshen County,56015,-27.66887514
Hot Springs County,56017,-7.363583757
Johnson County,56019,-28.09081435
Laramie County,56021,-25.32497718
Lincoln County,56023,-36.38760112
Natrona County,56025,-2.050587886
Niobrara County,56027,-32.85810889
Park County,56029,-22.00150026
Platte County,56031,-25.88936904
Sheridan County,56033,-24.75088854
Sublette County,56035,-34.15500105
Sweetwater County,56037,-35.38274652
Teton County,56039,-36.45608458
Uinta County,56041,-25.8396091
Washakie County,56043,-18.64308325
Weston County,56045,-30.86097654
