Location,FIPS Code,Percent Change in Mortality Risk
Hodgeman County,20083,-56.12373404
Jackson County,20085,-53.1299762
Jefferson County,20087,-54.92079454
Jewell County,20089,-55.7897999
Johnson County,20091,-51.33949071
Kearny County,20093,-49.57372146
Kingman County,20095,-57.21285568
Kiowa County,20097,-63.41774658
Labette County,20099,-52.8012993
Lane County,20101,-53.66872299
Leavenworth County,20103,-57.46093836
Lincoln County,20105,-47.61781839
Linn County,20107,-55.55406612
Logan County,20109,-52.86553397
Lyon County,20111,-52.63005224
McPherson County,20113,-55.18905537
Marion County,20115,-51.21641307
Marshall County,20117,-50.18096962
Meade County,20119,-47.08033594
Miami County,20121,-50.65380638
Mitchell County,20123,-48.3126171
Montgomery County,20125,-48.70536292
Morris County,20127,-58.64542299
Morton County,20129,-51.27550085
Nemaha County,20131,-54.43613229
Neosho County,20133,-50.35596171
Ness County,20135,-47.11065845
Norton County,20137,-45.96025241
Osage County,20139,-46.85918397
Osborne County,20141,-50.34356715
Ottawa County,20143,-53.00135001
Pawnee County,20145,-50.85011537
Phillips County,20147,-57.56313415
Pottawatomie County,20149,-57.07632129
Pratt County,20151,-50.52884558
Rawlins County,20153,-48.56145444
Reno County,20155,-51.87423924
Republic County,20157,-52.76569882
Rice County,20159,-55.3674717
Riley County,20161,-52.55209481
Rooks County,20163,-50.54813446
Rush County,20165,-52.90797966
Russell County,20167,-52.19678192
Saline County,20169,-53.67627145
Scott County,20171,-55.89394201
Sedgwick County,20173,-54.64117721
Seward County,20175,-55.03971319
Shawnee County,20177,-45.25901255
Sheridan County,20179,-50.99912279
Sherman County,20181,-46.93197467
Smith County,20183,-46.77650556
Stafford County,20185,-55.59581313
Stanton County,20187,-58.3454516
Stevens County,20189,-54.50412538
Sumner County,20191,-55.58997411
Thomas County,20193,-57.25512698
Trego County,20195,-61.22136976
Wabaunsee County,20197,-49.88396578
Wallace County,20199,-53.07946484
Washington County,20201,-52.10641995
Wichita County,20203,-46.73985606
Wilson County,20205,-49.54945453
Woodson County,20207,-58.67178721
Wyandotte County,20209,-53.7687259
Adair County,21001,-53.40305167
Allen County,21003,-55.11912224
Anderson County,21005,-52.35202655
Ballard County,21007,-46.69207237
Barren County,21009,-49.50872815
Bath County,21011,-58.68773742
Bell County,21013,-56.55106426
Boone County,21015,-57.85530882
Bourbon County,21017,-51.10653956
Boyd County,21019,-47.44125743
Boyle County,21021,-56.06995969
Bracken County,21023,-52.98866763
Breathitt County,21025,-56.76746944
Breckinridge County,21027,-49.86642937
Bullitt County,21029,-52.5024083
Butler County,21031,-56.1766178
Caldwell County,21033,-49.48141258
Calloway County,21035,-53.40814124
Campbell County,21037,-51.42722941
Carlisle County,21039,-55.99596037
Carroll County,21041,-50.02010594
Carter County,21043,-53.64995829
Casey County,21045,-48.85538747
Christian County,21047,-56.21350316
Clark County,21049,-51.51910928
Clay County,21051,-53.47650178
Clinton County,21053,-47.54694181
Crittenden County,21055,-59.18991024
Cumberland County,21057,-51.79743668
Daviess County,21059,-55.25554294
Edmonson County,21061,-54.36710471
Elliott County,21063,-53.30388114
Estill County,21065,-50.62034213
Fayette County,21067,-52.18645313
Fleming County,21069,-55.38795915
Floyd County,21071,-51.74630521
Franklin County,21073,-55.59755946
Fulton County,21075,-54.39502424
Gallatin County,21077,-52.2030823
Garrard County,21079,-50.44735316
Grant County,21081,-55.36182098
Graves County,21083,-55.24487158
Grayson County,21085,-50.55582999
Green County,21087,-53.75626796
Greenup County,21089,-50.30990996
Hancock County,21091,-52.60588863
Hardin County,21093,-57.66037567
Harlan County,21095,-54.93066318
Harrison County,21097,-53.55194732
Hart County,21099,-47.24045136
Henderson County,21101,-44.34099102
Henry County,21103,-54.24695219
Hickman County,21105,-52.34991958
Hopkins County,21107,-51.34919971
Jackson County,21109,-50.83303696
Jefferson County,21111,-51.56878841
Jessamine County,21113,-49.53644025
Johnson County,21115,-42.94374768
Kenton County,21117,-45.34758372
Knott County,21119,-61.0867583
Knox County,21121,-55.02997816
Larue County,21123,-52.6762683
Laurel County,21125,-53.08198767
Lawrence County,21127,-50.41603935
Lee County,21129,-30.2106709
Leslie County,21131,-50.51744165
Letcher County,21133,-60.12583724
Lewis County,21135,-51.5627452
Lincoln County,21137,-47.67693476
Livingston County,21139,-50.26219356
Logan County,21141,-59.30782186
Lyon County,21143,-52.66456127
McCracken County,21145,-50.88890703
McCreary County,21147,-47.68132886
McLean County,21149,-44.91079395
Madison County,21151,-49.46403187
Magoffin County,21153,-46.66703103
Marion County,21155,-30.94239083
Marshall County,21157,-42.48129232
Martin County,21159,-48.16677889
Mason County,21161,-44.70704506
Meade County,21163,-56.19042223
Menifee County,21165,-54.98503556
Mercer County,21167,-48.26021353
Metcalfe County,21169,-33.60828763
Monroe County,21171,-59.588612
Montgomery County,21173,-41.54230726
Morgan County,21175,-37.03614113
Muhlenberg County,21177,-54.88460298
Nelson County,21179,-45.94757287
Nicholas County,21181,-42.60416801
Ohio County,21183,-51.06940169
Oldham County,21185,-50.42141177
Owen County,21187,-48.49128547
Owsley County,21189,-43.01284905
Pendleton County,21191,-48.60228471
Perry County,21193,-49.46425684
Pike County,21195,-54.01899288
Powell County,21197,-51.59355179
Pulaski County,21199,-39.30836304
Robertson County,21201,-49.60659817
Rockcastle County,21203,-48.87441688
Rowan County,21205,-52.62119897
Russell County,21207,-54.43006283
Scott County,21209,-51.89070091
Shelby County,21211,-45.27695794
Simpson County,21213,-36.65075118
Spencer County,21215,-57.58820071
Taylor County,21217,-55.05483776
Todd County,21219,-44.54288429
Trigg County,21221,-58.18374612
Trimble County,21223,-39.11092973
Union County,21225,-41.97683824
Warren County,21227,-48.23068176
Washington County,21229,-44.50220246
Wayne County,21231,-44.09487811
Webster County,21233,-29.05866535
Whitley County,21235,-27.5352257
Wolfe County,21237,-39.5754111
Woodford County,21239,-47.89354551
Acadia Parish,22001,-47.96232894
Allen Parish,22003,-46.68351958
Ascension Parish,22005,-47.29430917
Assumption Parish,22007,-49.08117008
Avoyelles Parish,22009,-53.24211111
Beauregard Parish,22011,-47.2854886
Bienville Parish,22013,-50.98100226
Bossier Parish,22015,-51.02470879
Caddo Parish,22017,-38.43228096
Calcasieu Parish,22019,-51.82807112
Caldwell Parish,22021,-44.01397007
Cameron Parish,22023,-41.54722875
Catahoula Parish,22025,-48.25839365
Claiborne Parish,22027,-54.09366415
Concordia Parish,22029,-47.99162937
De Soto Parish,22031,-49.39588138
East Baton Rouge Parish,22033,-44.91030236
East Carroll Parish,22035,-42.7803929
East Feliciana Parish,22037,-48.3217269
Evangeline Parish,22039,-49.00185171
Franklin Parish,22041,-48.53052464
Grant Parish,22043,-53.91566451
Iberia Parish,22045,-36.22165638
Iberville Parish,22047,-51.19875251
Jackson Parish,22049,-59.61616925
Jefferson Parish,22051,-50.56389902
Jefferson Davis Parish,22053,-23.96513463
Lafayette Parish,22055,-51.84921006
Lafourche Parish,22057,-33.55378549
LaSalle Parish,22059,-40.30375342
Lincoln Parish,22061,-32.26866968
Livingston Parish,22063,-44.40998279
Madison Parish,22065,-43.51949518
Morehouse Parish,22067,-41.21239656
Natchitoches Parish,22069,-47.72313451
Orleans Parish,22071,-46.7774786
Ouachita Parish,22073,-55.87103784
Plaquemines Parish,22075,-59.67795884
Pointe Coupee Parish,22077,-49.56648126
Rapides Parish,22079,-56.64560999
Red River Parish,22081,-45.68417121
Richland Parish,22083,-50.09497632
Sabine Parish,22085,-48.90931363
Saint Bernard Parish,22087,-48.9346054
Saint Charles Parish,22089,-49.63089243
Saint Helena Parish,22091,-52.51973645
Saint James Parish,22093,-54.82646718
Saint John the Baptist Parish,22095,-45.08261821
Saint Landry Parish,22097,-47.47754133
Saint Martin Parish,22099,-39.52672223
Saint Mary Parish,22101,-35.39502703
Saint Tammany Parish,22103,-54.35945872
Tangipahoa Parish,22105,-49.53007316
Tensas Parish,22107,-60.67999924
Terrebonne Parish,22109,-56.94015803
Union Parish,22111,-57.57032694
Vermilion Parish,22113,-45.39364118
Vernon Parish,22115,-49.57764852
Washington Parish,22117,-42.96325437
Webster Parish,22119,-54.72341205
West Baton Rouge Parish,22121,-50.899865
West Carroll Parish,22123,-50.16202676
West Feliciana Parish,22125,-40.42766076
Winn Parish,22127,-56.27436061
Androscoggin County,23001,-41.93266029
Aroostook County,23003,-48.68568291
Cumberland County,23005,-48.03882848
Franklin County,23007,-50.49678319
Hancock County,23009,-53.4320427
Kennebec County,23011,-46.76721336
Knox County,23013,-38.60400313
Lincoln County,23015,-50.14943731
Oxford County,23017,-43.30994728
Penobscot County,23019,-47.95405141
Piscataquis County,23021,-50.73954771
Sagadahoc County,23023,-57.21615967
Somerset County,23025,-49.20535013
Waldo County,23027,-57.80500578
Washington County,23029,-48.49951388
York County,23031,-54.07699797
Allegany County,24001,-53.69658352
Anne Arundel County,24003,-47.24773879
Baltimore County,24005,-52.42569227
Calvert County,24009,-50.41094035
Caroline County,24011,-43.35516145
Carroll County,24013,-39.17894829
Cecil County,24015,-54.01669178
Charles County,24017,-63.07961892
Dorchester County,24019,-48.63784686
Frederick County,24021,-63.4959622
Garrett County,24023,-53.11942224
Harford County,24025,-52.52223322
Howard County,24027,-47.5922391
Kent County,24029,-47.37265007
Montgomery County,24031,-47.25491953
Prince George's County,24033,-52.44993176
Queen Anne's County,24035,-54.55350625
Saint Mary's County,24037,-46.28246831
Somerset County,24039,-57.01117119
Talbot County,24041,-51.90896819
Washington County,24043,-49.8258887
Wicomico County,24045,-52.38771226
Worcester County,24047,-53.59703146
Baltimore City,24510,-57.08430292
Barnstable County,25001,-52.69091909
Berkshire County,25003,-54.93058791
Bristol County,25005,-51.89350995
Dukes County,25007,-51.58600383
Essex County,25009,-51.86342151
Franklin County,25011,-52.44582821
Hampden County,25013,-48.38528644
Hampshire County,25015,-46.94461325
Middlesex County,25017,-57.52460782
Nantucket County,25019,-48.99970678
Norfolk County,25021,-53.51224265
Plymouth County,25023,-49.40235699
Suffolk County,25025,-56.14718962
Worcester County,25027,-57.30595282
Alcona County,26001,-63.07109431
Alger County,26003,-55.64378841
Allegan County,26005,-61.31139546
Alpena County,26007,-56.90110557
Antrim County,26009,-62.04603268
Arenac County,26011,-61.78449841
Baraga County,26013,-57.85158982
Barry County,26015,-58.50631378
Bay County,26017,-57.17024709
Benzie County,26019,-62.09848437
Berrien County,26021,-57.20272793
Branch County,26023,-62.95248526
Calhoun County,26025,-53.87987698
Cass County,26027,-61.20015669
Charlevoix County,26029,-57.39241917
Cheboygan County,26031,-62.03271938
Chippewa County,26033,-61.05398409
Clare County,26035,-63.76421056
Clinton County,26037,-55.28369477
Crawford County,26039,-57.57352144
Delta County,26041,-53.0116056
Dickinson County,26043,-63.31432396
Eaton County,26045,-59.33045479
Emmet County,26047,-63.97537375
Genesee County,26049,-58.65381394
Gladwin County,26051,-62.82720987
Gogebic County,26053,-72.20772996
Grand Traverse County,26055,-62.74458124
Gratiot County,26057,-65.90324921
Hillsdale County,26059,-65.90324921
Houghton County,26061,-62.97951858
Huron County,26063,-60.27941747
Ingham County,26065,-60.53373673
Ionia County,26067,-65.96988852
Iosco County,26069,-55.6810244
Iron County,26071,-58.48230353
Isabella County,26073,-64.81407087
Jackson County,26075,-54.01970902
Kalamazoo County,26077,-61.30966028
Kalkaska County,26079,-61.90379661
Kent County,26081,-58.7784733
Keweenaw County,26083,-67.90074161
Lake County,26085,-64.14218069
Lapeer County,26087,-61.04092553
Leelanau County,26089,-59.70857292
Lenawee County,26091,-61.83990886
Livingston County,26093,-66.62299012
Luce County,26095,-70.45845772
Mackinac County,26097,-64.7653451
Macomb County,26099,-60.53356155
Manistee County,26101,-67.71898184
Marquette County,26103,-60.34134395
Mason County,26105,-56.38928629
Mecosta County,26107,-64.71466757
Menominee County,26109,-55.99514872
Midland County,26111,-56.00176558
Missaukee County,26113,-64.22056377
Monroe County,26115,-56.71350568
Montcalm County,26117,-59.33778724
Montmorency County,26119,-56.45037784
Muskegon County,26121,-56.35387079
Newaygo County,26123,-62.01327266
Oakland County,26125,-56.13912565
Oceana County,26127,-56.61202831
Ogemaw County,26129,-53.54208782
Ontonagon County,26131,-58.00033277
Osceola County,26133,-63.48783514
Oscoda County,26135,-60.11838631
Otsego County,26137,-60.52293044
Ottawa County,26139,-52.10081491
Presque Isle County,26141,-59.62444709
Roscommon County,26143,-58.10619481
Saginaw County,26145,-59.90283193
Saint Clair County,26147,-58.79427027
Saint Joseph County,26149,-55.69596122
Sanilac County,26151,-62.50412668
Schoolcraft County,26153,-52.95523927
Shiawassee County,26155,-53.77375194
Tuscola County,26157,-57.56883961
Van Buren County,26159,-61.15097947
Washtenaw County,26161,-57.64963585
Wayne County,26163,-54.56294173
Wexford County,26165,-58.99419644
Aitkin County,27001,-54.15145215
Anoka County,27003,-55.42599459
Becker County,27005,-56.07042559
Beltrami County,27007,-53.8209905
Benton County,27009,-59.25427494
Big Stone County,27011,-57.69801383
Blue Earth County,27013,-56.57101226
Brown County,27015,-56.59652618
Carlton County,27017,-54.79128758
Carver County,27019,-59.83783487
Cass County,27021,-67.80072872
Chippewa County,27023,-58.23724153
Chisago County,27025,-59.52904878
Clay County,27027,-69.07043118
Clearwater County,27029,-56.67870222
Cook County,27031,-61.96463321
Cottonwood County,27033,-62.17376017
Crow Wing County,27035,-63.44348504
Dakota County,27037,-56.89978987
Dodge County,27039,-59.29782678
Douglas County,27041,-57.89528517
Faribault County,27043,-56.54256748
Fillmore County,27045,-57.33870068
Freeborn County,27047,-62.70870817
Goodhue County,27049,-58.84504315
Grant County,27051,-55.93516955
Hennepin County,27053,-56.83427732
Houston County,27055,-54.83598481
Hubbard County,27057,-56.4381139
Isanti County,27059,-55.16766953
Itasca County,27061,-55.60447324
Jackson County,27063,-60.2338419
Kanabec County,27065,-59.2580738
Kandiyohi County,27067,-55.21479682
Kittson County,27069,-59.91830853
Koochiching County,27071,-55.95268358
Lac qui Parle County,27073,-53.72040997
Lake County,27075,-60.63712349
Lake of the Woods County,27077,-59.95014751
Le Sueur County,27079,-61.30626191
Lincoln County,27081,-54.30869051
Lyon County,27083,-55.41063887
McLeod County,27085,-56.13619443
Mahnomen County,27087,-52.0739006
Marshall County,27089,-57.09707277
Martin County,27091,-59.82851884
Meeker County,27093,-53.12198222
Mille Lacs County,27095,-55.08324112
Morrison County,27097,-54.7745289
Mower County,27099,-64.00047603
Murray County,27101,-55.5550917
Nicollet County,27103,-55.93521685
Nobles County,27105,-61.9086949
Norman County,27107,-63.2349765
Olmsted County,27109,-55.51558326
Otter Tail County,27111,-55.33221891
Pennington County,27113,-56.94220688
Pine County,27115,-56.484594
Pipestone County,27117,-59.07242346
Polk County,27119,-57.91535934
Pope County,27121,-54.15127478
Ramsey County,27123,-66.68889769
Red Lake County,27125,-58.59351521
Redwood County,27127,-55.35482126
Renville County,27129,-60.54532558
Rice County,27131,-55.4056775
Rock County,27133,-51.61572004
Roseau County,27135,-65.9855682
Saint Louis County,27137,-56.71527852
Scott County,27139,-61.24138518
Sherburne County,27141,-63.68371176
Sibley County,27143,-60.65194012
Stearns County,27145,-59.00149979
Steele County,27147,-57.86279537
Stevens County,27149,-59.17620192
Swift County,27151,-57.95311984
Todd County,27153,-59.25596277
Traverse County,27155,-56.91077199
Wabasha County,27157,-62.12576595
Wadena County,27159,-62.25724528
Waseca County,27161,-60.71434249
Washington County,27163,-57.95655305
Watonwan County,27165,-58.13886965
Wilkin County,27167,-56.99550659
Winona County,27169,-59.70653926
Wright County,27171,-58.03265832
Yellow Medicine County,27173,-55.48619704
Adams County,28001,-59.69632089
Alcorn County,28003,-60.61022742
Amite County,28005,-60.03140723
Attala County,28007,-60.89133815
Benton County,28009,-61.14855712
Bolivar County,28011,-55.0115812
Calhoun County,28013,-56.43078042
Carroll County,28015,-59.35795891
Chickasaw County,28017,-48.81570019
Choctaw County,28019,-65.16930814
Claiborne County,28021,-58.36202281
Clarke County,28023,-58.91471455
Clay County,28025,-53.93930826
Coahoma County,28027,-57.94385443
Copiah County,28029,-59.71797428
Covington County,28031,-57.59894871
DeSoto County,28033,-60.47364668
Forrest County,28035,-55.24255104
Franklin County,28037,-53.85153166
George County,28039,-61.49125667
Greene County,28041,-56.14703257
Grenada County,28043,-57.00309191
Hancock County,28045,-58.75849392
Harrison County,28047,-55.90082472
Hinds County,28049,-53.23617553
Holmes County,28051,-59.05510941
Humphreys County,28053,-59.14060542
Issaquena County,28055,-54.87575759
Itawamba County,28057,-54.89704667
Jackson County,28059,-53.50670726
Jasper County,28061,-60.24740972
Jefferson County,28063,-45.48973333
Jefferson Davis County,28065,-61.1407382
Jones County,28067,-59.74103203
Kemper County,28069,-64.3946767
Lafayette County,28071,-65.19352076
Lamar County,28073,-56.13779014
Lauderdale County,28075,-59.72417905
Lawrence County,28077,-60.12602114
Leake County,28079,-63.62232849
Lee County,28081,-60.87023748
Leflore County,28083,-58.80053808
Lincoln County,28085,-56.96576163
Lowndes County,28087,-63.80261848
Madison County,28089,-56.20222063
Marion County,28091,-59.72616947
Marshall County,28093,-65.2932722
Monroe County,28095,-58.72749654
Montgomery County,28097,-49.34430288
Neshoba County,28099,-60.00382074
Newton County,28101,-61.40952895
Noxubee County,28103,-57.76861212
Oktibbeha County,28105,-51.81432849
Panola County,28107,-39.24686621
Pearl River County,28109,-52.61672593
Perry County,28111,-42.94281965
Pike County,28113,-42.56610604
Pontotoc County,28115,-46.0780528
Prentiss County,28117,-44.3736846
Quitman County,28119,-47.86796497
Rankin County,28121,-50.70105801
Scott County,28123,-51.18897817
Sharkey County,28125,-45.29134989
Simpson County,28127,-48.76830002
Smith County,28129,-49.57336608
Stone County,28131,-44.49300293
Sunflower County,28133,-50.54844309
Tallahatchie County,28135,-45.01876076
Tate County,28137,-56.25838178
Tippah County,28139,-53.41695845
Tishomingo County,28141,-50.33374282
Tunica County,28143,-40.64344235
Union County,28145,-51.63129069
Walthall County,28147,-44.54846265
Warren County,28149,-54.29901179
Washington County,28151,-50.5697222
Wayne County,28153,-52.85820254
Webster County,28155,-42.430821
Wilkinson County,28157,-47.2804088
Winston County,28159,-48.86469565
Yalobusha County,28161,-42.4782509
Yazoo County,28163,-47.93464735
Adair County,29001,-48.46394538
Andrew County,29003,-49.71317319
Atchison County,29005,-47.82139457
Audrain County,29007,-48.61954264
Barry County,29009,-54.19511
Barton County,29011,-48.15715147
Bates County,29013,-56.10873612
Benton County,29015,-50.85276347
Bollinger County,29017,-46.88535636
Boone County,29019,-43.51776246
Buchanan County,29021,-46.48279721
Butler County,29023,-48.65393581
Caldwell County,29025,-45.93042877
Callaway County,29027,-51.26363668
Camden County,29029,-41.17712068
Cape Girardeau County,29031,-44.0568226
Carroll County,29033,-48.18368597
Carter County,29035,-53.90126905
Cass County,29037,-46.322054
Cedar County,29039,-40.62558324
Chariton County,29041,-45.41035331
Christian County,29043,-51.98274083
Clark County,29045,-56.51408312
Clay County,29047,-45.89152788
Clinton County,29049,-52.38212009
Cole County,29051,-48.16137079
Cooper County,29053,-49.55000429
Crawford County,29055,-52.66160655
Dade County,29057,-47.03190576
Dallas County,29059,-43.27638985
Daviess County,29061,-62.16727041
DeKalb County,29063,-49.94718482
Dent County,29065,-53.24356743
Douglas County,29067,-50.6890087
Dunklin County,29069,-46.94537799
Franklin County,29071,-51.67338105
Gasconade County,29073,-41.23785174
Gentry County,29075,-53.53670673
Greene County,29077,-49.35754352
Grundy County,29079,-43.64295082
Harrison County,29081,-42.24398284
Henry County,29083,-46.69624948
Hickory County,29085,-49.47862575
Holt County,29087,-50.89733877
Howard County,29089,-48.27083181
Howell County,29091,-45.90581183
Iron County,29093,-48.37298057
Jackson County,29095,-35.08328713
Jasper County,29097,-48.9017222
Jefferson County,29099,-50.35671111
Johnson County,29101,-45.140513
Knox County,29103,-51.10203026
Laclede County,29105,-52.51743607
Lafayette County,29107,-51.52890891
Lawrence County,29109,-53.75818719
Lewis County,29111,-47.28902045
Lincoln County,29113,-51.4670674
Linn County,29115,-53.77556621
Livingston County,29117,-51.87595396
McDonald County,29119,-52.87518362
Macon County,29121,-50.56165953
Madison County,29123,-58.64759048
Maries County,29125,-52.60571567
Marion County,29127,-47.45353169
Mercer County,29129,-53.08778291
Miller County,29131,-51.83971755
Mississippi County,29133,-55.21543008
Moniteau County,29135,-51.94690825
Monroe County,29137,-51.96884116
Montgomery County,29139,-46.58606236
Morgan County,29141,-54.67421441
New Madrid County,29143,-49.44857866
Newton County,29145,-56.9028521
Nodaway County,29147,-57.00085206
Oregon County,29149,-52.11688403
Osage County,29151,-58.52125093
Ozark County,29153,-48.08009855
Pemiscot County,29155,-54.01540199
Perry County,29157,-52.50334468
Pettis County,29159,-45.54611532
Phelps County,29161,-49.16897186
Pike County,29163,-51.94989244
Platte County,29165,-53.94686086
Polk County,29167,-54.02115716
Pulaski County,29169,-48.55039163
Putnam County,29171,-49.69923205
Ralls County,29173,-40.49241013
Randolph County,29175,-54.32326036
Ray County,29177,-51.16039011
Reynolds County,29179,-51.81730174
Ripley County,29181,-53.94691646
Saint Charles County,29183,-55.2003677
Saint Clair County,29185,-55.90034591
Sainte Genevieve County,29186,-50.02290997
Saint Francois County,29187,-50.80502657
Saint Louis County,29189,-57.0269635
Saline County,29195,-54.56197276
Schuyler County,29197,-47.21422415
Scotland County,29199,-38.85871386
Scott County,29201,-58.23814152
Shannon County,29203,-50.2746106
Shelby County,29205,-49.05611321
Stoddard County,29207,-51.7962747
Stone County,29209,-51.4046441
Sullivan County,29211,-48.92713986
Taney County,29213,-53.47906205
Texas County,29215,-48.52022232
Vernon County,29217,-50.08631467
Warren County,29219,-54.38054566
Washington County,29221,-50.57170154
Wayne County,29223,-51.79351028
Webster County,29225,-47.6771666
Worth County,29227,-51.14055617
Wright County,29229,-43.58807147
Saint Louis City,29510,-53.01588743
Beaverhead County,30001,-51.23566491
Big Horn County,30003,-55.94891026
Blaine County,30005,-49.93882915
Broadwater County,30007,-49.85058394
Carbon County,30009,-55.40094313
Carter County,30011,-53.20952607
Cascade County,30013,-49.74234328
Chouteau County,30015,-48.05197386
Custer County,30017,-49.77916629
Daniels County,30019,-49.76950908
Dawson County,30021,-55.79615091
Deer Lodge County,30023,-50.75688434
Fallon County,30025,-55.51826167
Fergus County,30027,-45.46626276
Flathead County,30029,-46.60057844
Gallatin County,30031,-52.28558165
Garfield County,30033,-57.80421385
Glacier County,30035,-55.03449438
Golden Valley County,30037,-53.82693176
Granite County,30039,-60.60293207
Hill County,30041,-48.63972201
Jefferson County,30043,-50.69931074
Judith Basin County,30045,-53.81074492
Lake County,30047,-54.75529782
Lewis and Clark County,30049,-46.49028715
Liberty County,30051,-50.97839385
Lincoln County,30053,-49.4888554
McCone County,30055,-46.34296414
Madison County,30057,-61.77266502
Meagher County,30059,-50.1412357
Mineral County,30061,-51.29405574
Missoula County,30063,-47.67492829
Musselshell County,30065,-58.88176132
Park County,30067,-52.54058119
Petroleum County,30069,-53.60269865
Phillips County,30071,-53.90303433
Pondera County,30073,-50.23870193
Powder River County,30075,-47.88192665
Powell County,30077,-52.65263822
Prairie County,30079,-52.176147
Ravalli County,30081,-53.21981926
Richland County,30083,-49.76752255
Roosevelt County,30085,-53.00930766
Rosebud County,30087,-52.59211191
Sanders County,30089,-48.67526696
Sheridan County,30091,-56.60391407
Silver Bow County,30093,-45.65486975
Stillwater County,30095,-45.2624135
Sweet Grass County,30097,-53.4769609
Teton County,30099,-55.48471959
Toole County,30101,-48.54224381
Treasure County,30103,-59.08664692
Valley County,30105,-64.73719741
Wheatland County,30107,-51.63856954
Wibaux County,30109,-53.30528949
Yellowstone County,30111,-60.07957332
Adams County,31001,-63.23225723
Antelope County,31003,-57.14342557
Arthur County,31005,-56.75048365
Banner County,31007,-56.79637603
Blaine County,31009,-54.54612743
Boone County,31011,-57.40945503
Box Butte County,31013,-49.48948538
Boyd County,31015,-60.45684613
Brown County,31017,-54.94716542
Buffalo County,31019,-56.79768515
Burt County,31021,-56.45269871
Butler County,31023,-62.43027336
Cass County,31025,-59.25121838
Cedar County,31027,-52.32078681
Chase County,31029,-56.90436112
Cherry County,31031,-65.07695929
Cheyenne County,31033,-50.39659226
Clay County,31035,-61.33635405
Colfax County,31037,-57.9591303
Cuming County,31039,-57.36254982
Custer County,31041,-58.56671113
Dakota County,31043,-63.65799529
Dawes County,31045,-54.73440306
Dawson County,31047,-56.87598421
Deuel County,31049,-65.65208509
Dixon County,31051,-58.42350308
Dodge County,31053,-55.53530234
Douglas County,31055,-57.34018957
Dundy County,31057,-50.27088142
Fillmore County,31059,-61.27355652
Franklin County,31061,-57.90772422
Frontier County,31063,-57.43277233
Furnas County,31065,-56.29335526
Gage County,31067,-58.74479948
Garden County,31069,-57.93087189
Garfield County,31071,-53.19851713
Gosper County,31073,-59.18700422
Grant County,31075,-51.0681839
Greeley County,31077,-40.09319457
Hall County,31079,-51.7735112
Hamilton County,31081,-57.1562947
Harlan County,31083,-43.08038417
Hayes County,31085,-59.56296659
Hitchcock County,31087,-60.41037213
Holt County,31089,-62.89867289
Hooker County,31091,-58.97913106
Howard County,31093,-55.26204149
Jefferson County,31095,-57.27255216
Johnson County,31097,-58.37082602
Kearney County,31099,-60.22023208
Keith County,31101,-52.27729046
Keya Paha County,31103,-53.65013007
Kimball County,31105,-55.40642339
Knox County,31107,-60.99148811
Lancaster County,31109,-60.76137157
Lincoln County,31111,-60.16322072
Logan County,31113,-58.47573579
Loup County,31115,-60.60510291
McPherson County,31117,-53.83517044
Madison County,31119,-58.78863735
Merrick County,31121,-59.66405736
Morrill County,31123,-57.2583648
Nance County,31125,-55.32384817
Nemaha County,31127,-56.8659439
Nuckolls County,31129,-56.22874535
Otoe County,31131,-62.34877592
Pawnee County,31133,-56.43452961
Perkins County,31135,-58.67235172
Phelps County,31137,-59.66546699
Pierce County,31139,-52.37492051
Platte County,31141,-56.27952498
Polk County,31143,-58.03550131
Red Willow County,31145,-55.16115428
Richardson County,31147,-57.65975563
Rock County,31149,-59.53925931
Saline County,31151,-55.37929072
Sarpy County,31153,-60.44680799
Saunders County,31155,-55.67279711
Scotts Bluff County,31157,-53.48131614
Seward County,31159,-58.49242857
Sheridan County,31161,-54.59132992
Sherman County,31163,-54.76442915
Sioux County,31165,-53.85509619
Stanton County,31167,-60.29798701
Thayer County,31169,-52.93436094
Thomas County,31171,-55.02497835
Thurston County,31173,-58.01476158
Valley County,31175,-57.72464244
Washington County,31177,-56.74567848
Wayne County,31179,-61.41115087
Webster County,31181,-62.23730646
Wheeler County,31183,-56.92476087
York County,31185,-56.77612811
Churchill County,32001,-53.53623861
Clark County,32003,-61.06203597
Douglas County,32005,-54.0309315
Elko County,32007,-58.44028669
Esmeralda County,32009,-59.90000034
Eureka County,32011,-59.51517753
Humboldt County,32013,-49.24236226
Lander County,32015,-56.73516791
Lincoln County,32017,-52.22884911
Lyon County,32019,-59.27756511
Mineral County,32021,-60.81602248
Nye County,32023,-55.39522425
Pershing County,32027,-56.74713548
Storey County,32029,-57.3385168
Washoe County,32031,-56.80470166
White Pine County,32033,-58.66765524
Carson City,32510,-59.49508381
Belknap County,33001,-63.39139576
Carroll County,33003,-54.97179787
Cheshire County,33005,-54.10032471
Coos County,33007,-54.86172535
Grafton County,33009,-57.04209087
Hillsborough County,33011,-55.17394089
Merrimack County,33013,-53.7847351
Rockingham County,33015,-56.52862941
Strafford County,33017,-55.42522879
Sullivan County,33019,-59.81961927
Atlantic County,34001,-55.9621673
Bergen County,34003,-58.07019007
Burlington County,34005,-59.21393193
Camden County,34007,-57.49223312
Cape May County,34009,-56.04165043
Cumberland County,34011,-54.71174173
Essex County,34013,-57.12378193
Gloucester County,34015,-50.97083121
Hudson County,34017,-61.60203314
Hunterdon County,34019,-57.14729579
